Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
21.09,18.69,1.99,,,Whole Foods,471370637
12.09,10.69,1.99,,,Whole Foods,905792642
55.49,49.29,1.99,,,Whole Foods,298558534
27.19,24.09,1.99,,,Whole Foods,899571200
58.19,,1.99,50.09,,Whole Foods,346844734
54.19,48.09,1.99,46.69,,Whole Foods,174429227
48.29,42.79,1.99,,,Whole Foods,854985252
4.29,3.89,1.99,3.69,,Whole Foods,376311065
33.79,29.99,1.99,,,Whole Foods,278003538
45.99,40.79,,39.59,,Whole Foods,883713851
24.29,21.49,1.99,,,Whole Foods,683810722
66.49,58.99,1.99,,,Whole Foods,305207870
4.89,4.39,1.99,4.19,,Whole Foods,554693845
9.89,8.79,1.99,,,Whole Foods,555173446
48.69,43.19,1.99,,,Whole Foods,856365324
9.39,8.39,1.99,8.09,,Whole Foods,672429356
30.29,26.89,1.99,,,Whole Foods,531197407
23.39,20.69,1.99,,,Whole Foods,817162115
6.39,5.69,1.99,,,Whole Foods,872082334
19.49,,1.99,,,Whole Foods,923891080
25.59,22.69,1.99,21.99,,Whole Foods,568480217
18.09,16.09,1.99,15.59,,Whole Foods,574169049
33.49,,1.99,,,Whole Foods,400625108
57.09,50.59,1.99,49.09,,Whole Foods,275219414
11.79,10.49,1.99,10.19,,Whole Foods,825958722
25.09,,1.99,21.59,,Whole Foods,819121025
29.79,26.49,1.99,25.69,,Whole Foods,262051609
18.29,16.29,1.99,,,Whole Foods,470692001
57.09,50.69,1.99,,,Whole Foods,762710881
6.49,,,5.59,,Whole Foods,68034486
11.79,10.49,1.99,10.19,,Whole Foods,579355486
72.79,,1.99,,,Whole Foods,269567447
59.29,52.59,1.99,50.99,,Whole Foods,394331468
45.49,,,39.19,,Whole Foods,848280790
59.29,52.59,1.99,51.09,,Whole Foods,62563085
1.39,,1.99,,,Whole Foods,77460052
9.89,8.79,1.99,,,Whole Foods,760445497
34.79,30.79,1.99,,,Whole Foods,953126270
21.69,19.19,1.99,,,Whole Foods,144575642
14.99,13.39,1.99,,,Whole Foods,44385546
40.19,35.59,1.99,,,Whole Foods,130358296
9.89,8.79,,,,Whole Foods,16729338
51.59,45.69,1.99,,,Whole Foods,576506037
74.09,65.69,1.99,,,Whole Foods,421176959
9.79,8.69,1.99,,,Whole Foods,60193187
50.59,44.89,1.99,,,Whole Foods,112509592
71.49,63.49,,61.59,,Whole Foods,692276824
45.09,39.99,1.99,38.79,,Whole Foods,163809044
73.39,65.09,,63.19,,Whole Foods,160430177
22.39,19.79,1.99,19.29,,Whole Foods,525505777
48.99,43.49,1.99,42.19,,Whole Foods,827531126
70.39,62.39,1.99,60.59,,Whole Foods,995798889
66.09,58.69,,56.89,,Whole Foods,272466316
68.99,61.19,1.99,59.39,,Whole Foods,218294289
65.39,57.99,1.99,56.29,,Whole Foods,298650567
4.09,3.69,,,,Whole Foods,924190396
27.99,24.79,1.99,,,Whole Foods,105664025
68.19,60.49,,58.69,,Whole Foods,514987291
69.79,,1.99,,,Whole Foods,111650456
52.99,46.99,1.99,,,Whole Foods,52851370
47.09,41.79,1.99,,,Whole Foods,55404606
70.09,,,,,Whole Foods,94849573
21.99,19.49,1.99,18.89,,Whole Foods,978196729
62.09,55.09,1.99,,,Whole Foods,48013704
32.69,28.99,1.99,,,Whole Foods,654483249
27.49,24.39,1.99,,,Whole Foods,646726630
68.39,60.69,,58.89,,Whole Foods,629512894
46.79,41.49,1.99,40.29,,Whole Foods,387431034
48.99,43.49,1.99,,,Whole Foods,405988807
32.59,28.89,1.99,27.99,,Whole Foods,23493525
32.99,29.29,1.99,28.39,,Whole Foods,488091787
27.39,24.29,1.99,23.59,,Whole Foods,690451660
44.69,39.69,1.99,,,Whole Foods,286798599
9.29,8.29,,,,Whole Foods,234070455
62.09,55.09,1.99,,,Whole Foods,963858888
7.99,7.09,1.99,,,Whole Foods,746596885
34.49,30.59,1.99,29.69,,Whole Foods,45509167
43.49,38.59,1.99,37.49,,Whole Foods,529968586
70.29,62.29,1.99,,,Whole Foods,506238955
23.49,20.89,1.99,,,Whole Foods,943281894
48.29,42.89,,41.59,,Whole Foods,310210791
8.39,7.49,1.99,,,Whole Foods,458350008
4.59,4.09,1.99,3.99,,Whole Foods,749696942
45.29,40.19,1.99,,,Whole Foods,774342015
9.99,,1.99,8.59,,Whole Foods,207648093
59.89,53.09,,51.59,,Whole Foods,337353166
20.19,17.99,1.99,17.39,,Whole Foods,215480572
66.99,59.49,,57.69,,Whole Foods,899956196
68.09,60.39,1.99,58.69,,Whole Foods,857067649
19.29,17.09,1.99,,,Whole Foods,907400779
6.59,5.89,1.99,5.69,,Whole Foods,665091890
51.29,45.49,1.99,,,Whole Foods,285195716
2.39,2.09,1.99,,,Whole Foods,285638116
30.79,27.39,1.99,,,Whole Foods,878698622
70.99,62.99,1.99,61.19,,Whole Foods,545019950
72.59,,1.99,,,Whole Foods,751783597
31.19,27.69,1.99,,,Whole Foods,428456157
23.39,20.69,,,,Whole Foods,690069404
34.19,30.29,1.99,29.39,,Whole Foods,518047270
14.29,12.69,1.99,12.29,,Whole Foods,835966795
2.99,2.69,1.99,,,Whole Foods,646431619
61.09,54.19,1.99,52.59,,Whole Foods,506754007
65.69,58.29,1.99,,,Whole Foods,970617307
40.59,35.99,1.99,,,Whole Foods,614172105
42.89,38.09,1.99,,,Whole Foods,542244776
72.89,64.59,1.99,,,Whole Foods,456113225
59.59,52.89,1.99,51.29,,Whole Foods,101201265
56.49,50.19,1.99,48.69,,Whole Foods,870595943
8.49,7.49,1.99,7.29,,Whole Foods,227635624
51.29,45.49,1.99,44.19,,Whole Foods,870309366
56.59,50.19,1.99,,,Whole Foods,764458897
60.19,53.39,1.99,,,Whole Foods,887149013
49.39,43.79,1.99,,,Whole Foods,615121896
32.99,29.29,1.99,,,Whole Foods,352180692
15.99,14.19,,,,Whole Foods,426909634
2.29,1.99,1.99,1.99,,Whole Foods,355520088
16.39,14.49,1.99,14.09,,Whole Foods,575714399
31.59,27.99,1.99,27.19,,Whole Foods,388197861
41.89,37.19,1.99,,,Whole Foods,95866554
16.39,14.59,1.99,,,Whole Foods,440219593
39.89,35.39,1.99,34.29,,Whole Foods,299791600
65.09,57.79,1.99,56.09,,Whole Foods,568256903
64.89,57.59,1.99,55.89,,Whole Foods,820540489
22.19,19.69,1.99,,,Whole Foods,538593323
55.49,49.29,1.99,,,Whole Foods,200809424
64.39,57.19,,55.49,,Whole Foods,801329171
55.69,49.39,,47.99,,Whole Foods,830115263
48.49,42.99,1.99,41.79,,Whole Foods,709096794
68.69,60.99,1.99,,,Whole Foods,470178735
40.29,,1.99,,,Whole Foods,750854309
35.49,31.49,1.99,30.59,,Whole Foods,55833407
32.49,28.79,1.99,,,Whole Foods,505693127
12.59,11.19,1.99,,,Whole Foods,120290503
72.99,,1.99,62.89,,Whole Foods,614892418
17.89,15.89,1.99,,,Whole Foods,325260449
35.39,31.39,,,,Whole Foods,472559312
63.69,,1.99,54.89,,Whole Foods,466810890
16.19,14.39,1.99,13.89,,Whole Foods,996262978
23.59,20.99,1.99,20.29,,Whole Foods,927693101
72.89,,1.99,62.79,,Whole Foods,302857528
55.79,,,,,Whole Foods,549873373
63.99,56.69,1.99,55.09,,Whole Foods,849425547
68.69,60.89,1.99,59.09,,Whole Foods,533704030
8.29,7.29,1.99,,,Whole Foods,296821950
40.59,,1.99,34.99,,Whole Foods,545133835
56.49,50.09,1.99,48.59,,Whole Foods,904714463
29.49,26.19,1.99,,,Whole Foods,612864775
28.09,24.89,1.99,24.19,,Whole Foods,694669999
29.19,25.89,1.99,,,Whole Foods,993910240
72.29,64.09,1.99,,,Whole Foods,950498192
32.69,28.99,1.99,,,Whole Foods,882672998
23.59,20.89,1.99,,,Whole Foods,852479948
72.29,64.09,1.99,62.29,,Whole Foods,932644749
6.39,5.69,1.99,5.49,,Whole Foods,659422945
18.29,16.19,1.99,15.79,,Whole Foods,246585815
36.99,32.79,1.99,31.79,,Whole Foods,812264326
60.49,53.69,1.99,,,Whole Foods,789649867
63.09,55.99,1.99,,,Whole Foods,60912855
48.79,43.29,1.99,41.99,,Whole Foods,678530217
26.99,,1.99,,,Whole Foods,827352822
37.59,,1.99,32.29,,Whole Foods,375916960
51.59,45.79,1.99,44.39,,Whole Foods,258597638
6.49,,1.99,,,Whole Foods,513172706
41.19,36.59,1.99,35.49,,Whole Foods,736362595
51.29,45.49,1.99,44.19,,Whole Foods,583814806
63.39,56.19,1.99,54.59,,Whole Foods,86262532
46.09,40.89,1.99,,,Whole Foods,474794200
66.39,,,,,Whole Foods,778006625
13.09,11.59,,,,Whole Foods,571896895
20.39,18.09,1.99,,,Whole Foods,537045183
55.19,48.99,1.99,47.49,,Whole Foods,895637329
22.79,,1.99,19.69,,Whole Foods,565021540
23.29,20.69,1.99,,,Whole Foods,876226151
33.09,29.39,1.99,,,Whole Foods,401436440
55.99,49.69,1.99,,,Whole Foods,745790660
21.09,18.79,1.99,18.19,,Whole Foods,931390073
45.99,,1.99,39.59,,Whole Foods,441453292
30.09,26.69,1.99,25.89,,Whole Foods,473279874
35.09,,1.99,30.19,,Whole Foods,832713642
53.09,,1.99,,,Whole Foods,514730047
60.79,53.99,1.99,,,Whole Foods,749133422
53.39,47.29,1.99,,,Whole Foods,842621232
72.19,63.99,1.99,62.19,,Whole Foods,39408244
21.29,18.89,1.99,18.39,,Whole Foods,459605874
48.39,42.99,1.99,,,Whole Foods,872889619
8.89,,1.99,7.69,,Whole Foods,827210689
13.09,,1.99,11.29,,Whole Foods,633357974
32.69,,1.99,,,Whole Foods,685715810
41.39,,1.99,35.69,,Whole Foods,785234168
36.19,32.19,1.99,,,Whole Foods,16900911
15.89,,1.99,,,Whole Foods,93351329
7.99,7.09,1.99,6.89,,Whole Foods,311625369
73.69,65.39,1.99,63.49,,Whole Foods,158953776
56.99,,1.99,49.09,,Whole Foods,59479815
4.69,4.19,1.99,4.09,,Whole Foods,47174618
28.09,24.99,1.99,,,Whole Foods,967167461
30.39,,1.99,26.19,,Whole Foods,47158754
22.29,19.79,1.99,,,Whole Foods,688858216
61.59,54.69,1.99,53.09,,Whole Foods,22976162
7.79,6.89,1.99,6.69,,Whole Foods,918833743
71.09,63.09,1.99,,,Whole Foods,266788198
6.59,,1.99,,,Whole Foods,363196884
34.69,30.69,1.99,29.79,,Whole Foods,697589645
51.89,45.99,1.99,,,Whole Foods,975793603
62.19,55.19,1.99,53.59,,Whole Foods,406039511
17.69,15.69,1.99,,,Whole Foods,178923336
1.49,1.29,,,,Whole Foods,372268051
24.19,21.39,1.99,20.79,,Whole Foods,517769564
49.19,43.59,1.99,,,Whole Foods,769464973
64.19,56.89,1.99,55.29,,Whole Foods,737234743
33.99,,1.99,29.29,,Whole Foods,654081535
51.29,45.49,1.99,44.19,,Whole Foods,187405236
32.99,29.19,1.99,28.39,,Whole Foods,774949377
64.39,57.19,,,,Whole Foods,854689154
30.49,27.09,1.99,26.29,,Whole Foods,891797170
6.29,5.59,1.99,,,Whole Foods,383194572
29.99,26.59,1.99,,,Whole Foods,986041768
5.39,4.79,1.99,4.69,,Whole Foods,790066655
70.69,62.69,1.99,,,Whole Foods,936330605
21.29,18.89,1.99,,,Whole Foods,599052834
58.39,51.79,1.99,50.29,,Whole Foods,395790602
46.19,40.99,1.99,39.79,,Whole Foods,958194401
73.69,,1.99,,,Whole Foods,981510405
59.79,53.09,1.99,51.49,,Whole Foods,971923169
42.49,37.69,1.99,36.59,,Whole Foods,445351739
64.19,56.99,1.99,55.29,,Whole Foods,768900012
50.89,45.09,1.99,43.79,,Whole Foods,853687097
15.99,14.19,1.99,,,Whole Foods,581030587
46.19,40.99,1.99,39.79,,Whole Foods,966176819
33.39,29.59,1.99,28.69,,Whole Foods,840138489
52.29,46.39,1.99,,,Whole Foods,831639757
16.29,14.39,1.99,13.99,,Whole Foods,426268457
49.69,44.09,1.99,42.79,,Whole Foods,127838957
44.79,39.79,1.99,38.59,,Whole Foods,212886542
59.09,52.49,1.99,50.89,,Whole Foods,162356142
63.29,56.19,1.99,,,Whole Foods,79218866
58.19,,1.99,50.09,,Whole Foods,817674221
1.99,,,1.69,,Whole Foods,694468735
54.69,48.59,1.99,,,Whole Foods,70324549
48.79,43.29,1.99,,,Whole Foods,536411687
26.49,23.49,1.99,22.79,,Whole Foods,855000437
69.29,61.49,1.99,,,Whole Foods,917901226
16.89,,1.99,14.59,,Whole Foods,456975266
35.69,,1.99,30.79,,Whole Foods,416414679
24.79,21.99,1.99,,,Whole Foods,26132370
23.99,21.29,1.99,20.59,,Whole Foods,312567137
73.69,65.39,1.99,63.39,,Whole Foods,276801250
14.79,13.09,1.99,12.79,,Whole Foods,218958254
3.69,3.29,1.99,,,Whole Foods,421047592
29.49,26.19,,25.39,,Whole Foods,333967502
69.79,61.89,1.99,60.09,,Whole Foods,549838046
10.69,,,,,Whole Foods,27595398
2.79,,1.99,,,Whole Foods,200021055
61.29,54.39,1.99,,,Whole Foods,742030365
72.19,64.09,1.99,62.19,,Whole Foods,353626798
64.99,57.69,1.99,,,Whole Foods,300702726
59.09,52.49,1.99,,,Whole Foods,363461563
71.89,63.79,1.99,,,Whole Foods,254804864
57.89,51.39,1.99,,,Whole Foods,43366358
45.59,40.49,1.99,39.29,,Whole Foods,587816654
69.09,61.29,1.99,59.49,,Whole Foods,726107443
56.49,,,,,Whole Foods,980113553
34.99,31.09,1.99,30.19,,Whole Foods,927879675
22.69,20.19,1.99,,,Whole Foods,766810433
58.69,52.09,1.99,,,Whole Foods,879777546
53.59,47.59,1.99,,,Whole Foods,849702242
42.79,37.99,1.99,,,Whole Foods,171059624
42.99,38.19,1.99,36.99,,Whole Foods,403149940
47.19,41.89,1.99,,,Whole Foods,238497653
41.29,36.69,1.99,,,Whole Foods,829968022
15.09,13.39,1.99,12.99,,Whole Foods,561425157
70.09,62.19,1.99,60.29,,Whole Foods,295208432
44.69,39.69,1.99,,,Whole Foods,301161010
5.99,5.39,1.99,5.19,,Whole Foods,236468029
22.19,19.69,1.99,,,Whole Foods,152458350
23.69,20.99,1.99,,,Whole Foods,744486125
19.09,16.89,1.99,16.39,,Whole Foods,885481376
55.49,49.29,1.99,,,Whole Foods,546802474
29.29,25.99,1.99,,,Whole Foods,268588472
7.69,6.89,1.99,6.69,,Whole Foods,598589918
54.99,48.79,1.99,,,Whole Foods,615706094
56.39,49.99,1.99,,,Whole Foods,690392986
0.69,0.69,1.99,0.59,,Whole Foods,198082596
23.79,21.09,1.99,20.49,,Whole Foods,420577775
39.39,34.99,1.99,,,Whole Foods,271202170
6.49,5.79,1.99,5.59,,Whole Foods,16999755
1.09,0.89,1.99,0.89,,Whole Foods,557637639
56.99,50.59,1.99,49.09,,Whole Foods,958465158
72.09,63.99,1.99,62.09,,Whole Foods,130318597
51.59,,1.99,44.39,,Whole Foods,584200676
5.49,,1.99,4.69,,Whole Foods,488377803
16.89,14.99,,14.59,,Whole Foods,663501723
53.09,47.09,1.99,,,Whole Foods,340260209
45.79,,1.99,,,Whole Foods,396134202
74.49,66.09,1.99,,,Whole Foods,888666503
3.69,3.29,1.99,3.19,,Whole Foods,864093895
51.79,45.89,,,,Whole Foods,571419391
45.99,40.79,1.99,,,Whole Foods,768547166
23.79,21.09,1.99,20.49,,Whole Foods,113921219
41.89,37.19,1.99,36.09,,Whole Foods,373656227
38.89,34.49,1.99,,,Whole Foods,915191199
73.09,,1.99,,,Whole Foods,946880003
64.19,56.89,1.99,55.29,,Whole Foods,457695472
34.79,30.89,1.99,29.99,,Whole Foods,975326196
64.09,56.89,1.99,,,Whole Foods,405684153
26.09,23.19,1.99,,,Whole Foods,236968723
53.49,47.49,1.99,,,Whole Foods,865020811
63.19,56.09,1.99,,,Whole Foods,505307561
27.29,,1.99,23.49,,Whole Foods,711957058
57.29,50.89,1.99,,,Whole Foods,442236507
7.89,6.99,1.99,,,Whole Foods,338863686
27.39,,1.99,23.59,,Whole Foods,110497121
62.59,55.59,1.99,53.89,,Whole Foods,300705072
42.09,37.29,1.99,36.19,,Whole Foods,842968031
11.49,10.19,1.99,9.89,,Whole Foods,740420827
55.79,49.49,1.99,,,Whole Foods,965370690
47.79,42.39,1.99,41.09,,Whole Foods,250622702
27.49,24.39,1.99,23.69,,Whole Foods,569684083
10.99,9.79,1.99,9.49,,Whole Foods,713032211
67.89,60.19,1.99,58.39,,Whole Foods,827980895
21.29,18.89,1.99,18.39,,Whole Foods,922747986
57.29,50.79,1.99,,,Whole Foods,905914857
28.29,,1.99,24.39,,Whole Foods,739054494
18.79,16.69,1.99,,,Whole Foods,919110708
2.99,2.69,,,,Whole Foods,243131192
39.19,34.69,1.99,,,Whole Foods,988779486
13.99,12.39,1.99,,,Whole Foods,695599406
34.49,,,,,Whole Foods,283434497
30.39,26.99,1.99,,,Whole Foods,437637358
45.89,40.69,1.99,39.49,,Whole Foods,574686428
70.89,62.89,1.99,,,Whole Foods,881539712
64.79,,1.99,,,Whole Foods,627831552
29.49,26.19,,,,Whole Foods,856554674
59.29,52.59,,,,Whole Foods,246582548
10.09,,1.99,,,Whole Foods,489000444
8.89,7.89,1.99,7.69,,Whole Foods,744228999
15.29,,,13.09,,Whole Foods,447640332
57.79,51.29,1.99,49.79,,Whole Foods,223905761
59.89,53.09,1.99,51.49,,Whole Foods,780230660
29.49,,1.99,25.39,,Whole Foods,399409590
41.29,36.59,1.99,35.49,,Whole Foods,240879755
64.79,,1.99,55.79,,Whole Foods,746763504
44.09,,1.99,37.99,,Whole Foods,460807284
43.99,39.09,1.99,,,Whole Foods,860167579
46.29,41.09,1.99,,,Whole Foods,164485660
48.79,43.29,1.99,,,Whole Foods,443127155
38.29,33.99,1.99,32.99,,Whole Foods,56176612
65.49,58.09,1.99,,,Whole Foods,999185078
72.59,64.39,1.99,,,Whole Foods,161076622
58.99,52.29,1.99,50.79,,Whole Foods,303530277
29.79,26.39,1.99,25.69,,Whole Foods,230451071
47.39,41.99,1.99,,,Whole Foods,509419735
23.49,20.79,1.99,,,Whole Foods,723906184
25.89,22.99,1.99,22.39,,Whole Foods,435304991
18.49,16.49,1.99,,,Whole Foods,574010167
37.19,32.99,1.99,31.99,,Whole Foods,764530996
68.29,60.59,1.99,58.79,,Whole Foods,88576101
28.69,25.49,1.99,24.69,,Whole Foods,245619737
25.59,,1.99,,,Whole Foods,361981249
40.99,36.39,1.99,,,Whole Foods,771066892
48.89,43.29,1.99,42.09,,Whole Foods,700660531
28.19,24.99,1.99,24.29,,Whole Foods,39601228
30.49,27.09,1.99,26.29,,Whole Foods,836817411
72.49,,1.99,62.49,,Whole Foods,976976235
37.19,32.99,,32.09,,Whole Foods,327470693
3.79,3.39,1.99,3.29,,Whole Foods,17066659
53.79,47.69,1.99,,,Whole Foods,723419379
65.29,57.89,1.99,,,Whole Foods,952287274
22.79,20.19,1.99,,,Whole Foods,48258595
18.59,16.49,1.99,16.09,,Whole Foods,338728090
18.29,16.19,,,,Whole Foods,826771870
22.59,19.99,1.99,,,Whole Foods,583382498
41.29,36.69,1.99,35.59,,Whole Foods,182310151
26.39,23.39,1.99,22.69,,Whole Foods,129232150
22.19,19.69,1.99,19.09,,Whole Foods,955421336
16.79,,1.99,14.49,,Whole Foods,375993782
69.39,,1.99,59.79,,Whole Foods,357064541
46.49,41.29,1.99,40.09,,Whole Foods,614290704
45.79,40.59,1.99,,,Whole Foods,687061455
66.89,,1.99,,,Whole Foods,176351627
39.09,34.69,1.99,,,Whole Foods,57394222
12.79,11.29,1.99,10.99,,Whole Foods,477240979
6.19,5.49,,5.29,,Whole Foods,449986246
44.09,39.19,1.99,37.99,,Whole Foods,253141402
65.49,58.09,1.99,56.39,,Whole Foods,131820869
53.89,,1.99,,,Whole Foods,189565540
2.39,2.09,1.99,,,Whole Foods,375780233
49.69,44.09,1.99,42.79,,Whole Foods,643891644
72.59,64.39,1.49,62.49,,Whole Foods,835193761
66.49,58.99,1.99,,,Whole Foods,484719492
35.99,31.89,,30.99,,Whole Foods,361609713
20.79,18.39,1.99,17.89,,Whole Foods,386428225
6.59,5.79,1.99,5.69,,Whole Foods,886012244
7.89,7.09,1.99,6.89,,Whole Foods,643629043
43.09,38.19,1.99,37.09,,Whole Foods,831054514
46.09,40.89,1.99,,,Whole Foods,321012038
22.39,19.89,1.99,19.29,,Whole Foods,24764365
19.99,17.69,1.99,17.19,,Whole Foods,582214622
16.59,14.69,1.99,14.29,,Whole Foods,252888653
33.59,,1.99,28.99,,Whole Foods,763210027
20.89,,,17.99,,Whole Foods,765958220
69.29,61.39,1.99,59.59,,Whole Foods,582451335
7.19,6.39,1.99,6.19,,Whole Foods,786293238
20.89,18.59,1.99,17.99,,Whole Foods,917211564
51.69,45.89,,44.49,,Whole Foods,676274385
3.89,,1.99,3.39,,Whole Foods,44053660
43.39,38.49,1.99,37.39,,Whole Foods,980564443
59.89,53.19,1.99,51.59,,Whole Foods,477539026
63.69,56.49,1.99,54.79,,Whole Foods,702065059
33.69,,1.99,,,Whole Foods,129833275
69.39,61.59,1.99,59.79,,Whole Foods,227818213
69.69,61.89,1.99,60.09,,Whole Foods,841392681
29.19,25.89,1.99,25.09,,Whole Foods,106918220
29.69,26.39,1.99,25.59,,Whole Foods,627807402
70.39,62.49,1.99,,,Whole Foods,70124770
69.49,61.69,,59.89,,Whole Foods,587031338
22.09,19.59,1.99,,,Whole Foods,874971914
33.69,,,28.99,,Whole Foods,857721983
11.89,10.59,1.99,,,Whole Foods,565170341
14.49,12.79,1.99,,,Whole Foods,69584995
36.79,32.59,1.99,31.69,,Whole Foods,430094535
33.19,29.49,1.99,28.59,,Whole Foods,450309449
51.49,45.69,1.99,,,Whole Foods,311513952
43.89,38.89,1.99,37.79,,Whole Foods,213387822
13.69,12.19,1.99,11.79,,Whole Foods,358265858
1.99,,,,,Whole Foods,762004012
49.49,43.89,1.99,42.59,,Whole Foods,607409332
63.99,56.79,1.99,55.09,,Whole Foods,980150388
8.09,7.19,1.99,,,Whole Foods,416724552
1.99,1.79,1.99,,,Whole Foods,770347410
24.49,21.69,1.99,,,Whole Foods,352259734
16.19,,1.99,13.99,,Whole Foods,60042797
52.39,,1.99,45.09,,Whole Foods,276263379
59.69,,1.99,,,Whole Foods,436463728
30.89,27.39,1.99,26.59,,Whole Foods,376153383
49.19,,1.99,42.29,,Whole Foods,514912132
,48.54,,47.14,,Walmart,737234743
,5.05,,4.81,,Walmart,886012244
,10.94,10.53,10.66,,Walmart,95862680
,39.56,38.03,,,Walmart,643048328
,12.86,12.3,,,Walmart,456975266
,39.61,38.11,,,Walmart,276263379
,16.02,,15.56,,Walmart,471370637
,48.73,,47.31,,Walmart,531867954
,9.9,9.51,,,Walmart,633357974
,32.82,31.5,31.84,,Walmart,189054973
,43.16,41.43,41.86,,Walmart,958465158
,19.15,18.41,18.6,,Walmart,826114350
,19.04,,18.56,,Walmart,819121025
,55.7,53.57,54.16,,Walmart,276801250
,23.36,,,,Walmart,336912254
,21.71,20.92,21.13,,Walmart,245619737
,8.53,8.27,,,Walmart,821096485
,34.13,,33.12,,Walmart,998831540
,14.43,,14.04,,Walmart,885481376
,34.64,33.32,33.63,,Walmart,687061455
,45.15,,43.71,,Walmart,101201265
,38.84,,,,Walmart,54548062
,8.47,8.05,8.1,,Walmart,713032211
,6.12,,,,Walmart,416724552
,7.37,,7.15,,Walmart,340478827
,12.81,,12.55,,Walmart,663501723
,1.97,,1.86,,Walmart,60168857
,27.1,,26.34,,Walmart,204071291
,13.52,13.0,13.25,,Walmart,125829867
,49.07,,47.54,,Walmart,746763504
,2.4,,,,Walmart,377295085
,55.34,53.14,,,Walmart,946880003
,21.74,20.91,,,Walmart,700041439
,25.56,24.5,24.73,,Walmart,481217425
,25.42,24.43,,,Walmart,757630984
,11.74,,11.42,,Walmart,523773926
,25.76,24.7,24.95,,Walmart,217512347
,37.73,,36.63,,Walmart,312588009
,30.56,29.32,29.61,,Walmart,977134983
,28.04,26.9,27.21,,Walmart,142252924
,19.82,,19.21,,Walmart,480476230
,15.82,15.2,,,Walmart,765958220
,50.86,48.82,,,Walmart,305310988
,53.32,51.24,51.7,,Walmart,773828271
,49.41,,48.07,,Walmart,881311707
,46.17,44.32,44.74,,Walmart,145210517
,31.73,30.57,,,Walmart,95866554
,35.67,,,,Walmart,904041295
,16.73,16.12,,,Walmart,874971914
,43.26,,,,Walmart,762710881
,45.37,43.51,,,Walmart,780230660
,26.31,,25.5,,Walmart,953126270
,38.64,37.17,,,Walmart,564734116
,26.85,25.81,,,Walmart,45824749
,12.42,12.0,,,Walmart,440219593
,52.21,50.25,,,Walmart,726107443
,53.41,51.35,,,Walmart,945973686
,4.11,3.97,,,Walmart,310069491
,26.5,25.47,,,Walmart,644054876
,4.63,,4.46,,Walmart,236468029
,29.67,28.53,,,Walmart,988779486
,25.55,24.54,,,Walmart,808976577
,38.02,,36.91,,Walmart,995745822
,39.02,37.54,37.96,,Walmart,508604923
,54.73,,,,Walmart,932644749
,47.16,45.24,45.72,,Walmart,406039511
,6.72,6.47,,,Walmart,157129774
,6.87,,,,Walmart,827210689
,34.34,,33.36,,Walmart,554753210
,50.51,48.65,49.17,,Walmart,176351627
,21.43,20.56,20.77,,Walmart,61278034
,28.16,,27.36,,Walmart,942541787
,20.47,19.63,19.85,,Walmart,896138462
,48.8,46.95,47.47,,Walmart,270412866
,3.17,3.06,,,Walmart,924190396
,20.97,,,,Walmart,54236183
,4.87,4.76,4.7,,Walmart,659422945
,3.67,,3.52,,Walmart,75242878
,45.14,43.47,43.87,,Walmart,436463728
,2.14,2.17,2.12,,Walmart,784408530
,19.01,18.36,,,Walmart,151287985
,35.65,34.22,34.57,,Walmart,431156925
,28.92,27.82,28.07,,Walmart,228591095
,25.04,24.02,24.26,,Walmart,361415663
,13.05,12.55,12.66,,Walmart,251180255
,51.16,,,,Walmart,26959766
,21.22,,20.67,,Walmart,694669999
,4.81,,4.76,,Walmart,872082334
,37.72,,,,Walmart,475672709
,1.65,1.55,,,Walmart,770347410
,38.25,36.7,,,Walmart,112509592
,54.27,52.1,,,Walmart,132112942
,33.02,31.75,,,Walmart,266425823
,30.4,29.34,29.66,,Walmart,750854309
,17.82,,17.34,,Walmart,943281894
,42.1,,,,Walmart,830115263
,23.97,23.04,,,Walmart,87093736
,21.37,20.51,20.74,,Walmart,39601228
,9.22,8.83,8.95,,Walmart,564014969
,18.54,,,,Walmart,959054260
,26.54,,25.76,,Walmart,832713642
,50.33,,,,Walmart,484719492
,31.43,30.2,30.56,,Walmart,238441424
,37.06,,35.96,,Walmart,405988807
,20.05,19.25,,,Walmart,855000437
,15.32,,14.86,,Walmart,896974529
,25.43,,,,Walmart,763210027
,19.12,,,,Walmart,312735668
,54.86,52.71,,,Walmart,594035260
,25.7,24.71,,,Walmart,40555797
,31.06,,30.11,,Walmart,61566790
,2.96,2.84,2.83,,Walmart,906234211
,26.33,25.31,,,Walmart,975326196
,52.7,50.7,,,Walmart,841392681
,16.61,15.94,,,Walmart,850860889
,50.27,48.22,,,Walmart,778006625
,34.5,33.12,33.5,,Walmart,587816654
,55.53,53.36,,,Walmart,165324638
,12.12,,,,Walmart,581030587
,2.44,,2.3,,Walmart,592499340
,42.52,40.82,41.27,,Walmart,753436797
,28.7,,27.81,,Walmart,644874729
,54.54,,52.91,,Walmart,130318597
,25.33,24.36,24.63,,Walmart,714768657
,34.43,,,,Walmart,848280790
,36.12,,35.16,,Walmart,897422303
,13.91,13.3,,,Walmart,470692001
,42.3,40.75,41.16,,Walmart,745790660
,11.02,10.5,,,Walmart,69584995
,46.02,44.24,44.7,,Walmart,342897052
,51.96,,,,Walmart,533704030
,20.76,,,,Walmart,711957058
,7.52,7.21,,,Walmart,760445497
